customerID,tenure,Contract,MonthlyCharges,TotalCharges,Final_Churn_Probability,Final_Risk_Level,Expected_Remaining_Months,Estimated_LTV,LTV_Value_Segment,Customer_Segment
6023-YEBUP,3,Month-to-month,100.95,329.95,87.56,High,2.985599999999999,301.4,Low Value,Low/Medium Value - High Risk
9940-RHLFB,1,Month-to-month,75.3,75.3,64.2,High,8.591999999999999,646.98,Medium Value,Low/Medium Value - High Risk
4541-RMRLG,7,Month-to-month,19.25,112.3,20.59,Low,19.0584,366.87,Low Value,Low/Medium Value - Low/Medium Risk
2606-RMDHZ,6,Month-to-month,30.5,208.7,44.09,Medium,13.418399999999998,409.26,Low Value,Low/Medium Value - Low/Medium Risk
5575-TPIZQ,46,Month-to-month,89.15,4245.55,25.4,Low,17.904,1596.14,High Value,High Value - Low/Medium Risk
9378-FXTIZ,54,One year,70.15,3715.65,13.24,Low,20.822400000000002,1460.69,High Value,High Value - Low/Medium Risk
4631-OACRM,15,Month-to-month,79.4,1156.1,62.05,High,9.108,723.18,Medium Value,Low/Medium Value - High Risk
8593-WHYHV,3,Month-to-month,85.3,264.8,81.4,High,4.463999999999999,380.78,Low Value,Low/Medium Value - High Risk
1403-GYAFU,70,Two year,20.05,1360.25,0.35,Low,23.916,479.52,Low Value,Low/Medium Value - Low/Medium Risk
7641-TQFHN,39,Two year,100.55,3895.35,9.6,Low,21.696,2181.53,High Value,High Value - Low/Medium Risk
4237-CLSMM,2,Month-to-month,20.0,38.0,19.44,Low,19.3344,386.69,Low Value,Low/Medium Value - Low/Medium Risk
4360-PNRQB,18,Month-to-month,75.6,1395.05,48.32,Medium,12.403199999999998,937.68,Medium Value,Low/Medium Value - Low/Medium Risk
5334-AFQJB,72,Two year,25.1,1789.9,0.9,Low,23.784,596.98,Medium Value,Low/Medium Value - Low/Medium Risk
9308-ANMVE,47,Month-to-month,55.3,2654.05,6.7,Low,22.392000000000003,1238.28,Medium Value,Low/Medium Value - Low/Medium Risk
3530-VWVGU,22,Month-to-month,19.9,400.3,5.42,Low,22.699199999999998,451.71,Low Value,Low/Medium Value - Low/Medium Risk
4674-HGNUA,71,Two year,89.9,6457.15,0.86,Low,23.793599999999998,2139.04,High Value,High Value - Low/Medium Risk
3030-YDNRM,8,Month-to-month,74.85,572.45,74.18,High,6.1968,463.83,Low Value,Low/Medium Value - High Risk
3642-BYHDO,71,Two year,19.9,1389.35,0.33,Low,23.9208,476.02,Low Value,Low/Medium Value - Low/Medium Risk
0440-UEDAI,53,One year,94.45,5042.75,11.73,Low,21.184800000000003,2000.9,High Value,High Value - Low/Medium Risk
9819-FBNSV,37,Month-to-month,72.25,2575.45,31.71,Medium,16.3896,1184.15,Medium Value,Low/Medium Value - Low/Medium Risk
9289-LBQVU,64,One year,70.15,4480.7,4.96,Low,22.8096,1600.09,High Value,High Value - Low/Medium Risk
4468-YDOVK,5,Month-to-month,48.65,235.2,28.82,Low,17.083199999999998,831.1,Medium Value,Low/Medium Value - Low/Medium Risk
2001-EWBQU,60,Two year,104.7,6333.8,14.24,Low,20.5824,2154.98,High Value,High Value - Low/Medium Risk
9992-UJOEL,2,Month-to-month,50.3,92.75,40.82,Medium,14.203199999999999,714.42,Medium Value,Low/Medium Value - Low/Medium Risk
8409-WQJUX,25,One year,54.2,1423.15,20.08,Low,19.1808,1039.6,Medium Value,Low/Medium Value - Low/Medium Risk
3077-RSNTJ,6,Month-to-month,19.7,113.5,14.0,Low,20.64,406.61,Low Value,Low/Medium Value - Low/Medium Risk
6993-YCOBK,60,Two year,110.6,6586.85,10.25,Low,21.54,2382.32,High Value,High Value - Low/Medium Risk
4817-VYYWS,30,Month-to-month,100.2,2983.8,65.58,High,8.260800000000001,827.73,Medium Value,Low/Medium Value - High Risk
4702-HDRKD,67,One year,49.35,3321.35,3.99,Low,23.0424,1137.14,Medium Value,Low/Medium Value - Low/Medium Risk
3251-YMVWZ,53,One year,24.05,1301.9,2.57,Low,23.383200000000002,562.37,Low Value,Low/Medium Value - Low/Medium Risk
4190-MFLUW,10,Month-to-month,55.2,528.35,17.68,Low,19.756800000000002,1090.58,Medium Value,Low/Medium Value - Low/Medium Risk
4678-DVQEO,1,Month-to-month,52.2,52.2,43.73,Medium,13.5048,704.95,Medium Value,Low/Medium Value - Low/Medium Risk
4701-AHWMW,55,Month-to-month,54.55,2978.3,22.12,Low,18.6912,1019.6,Medium Value,Low/Medium Value - Low/Medium Risk
2987-BJXIK,70,Two year,84.7,5991.05,1.56,Low,23.625600000000002,2001.09,High Value,High Value - Low/Medium Risk
1730-VFMWO,34,Month-to-month,50.2,1815.3,8.47,Low,21.9672,1102.75,Medium Value,Low/Medium Value - Low/Medium Risk
1936-UAFEH,68,Two year,110.25,7279.35,3.79,Low,23.0904,2545.72,High Value,High Value - Low/Medium Risk
5140-FOMCQ,59,One year,109.15,6557.75,20.24,Low,19.1424,2089.39,High Value,High Value - Low/Medium Risk
8778-LMWTJ,9,Month-to-month,74.85,708.2,56.54,Medium,10.430399999999999,780.72,Medium Value,Low/Medium Value - Low/Medium Risk
9840-DVNDC,6,Month-to-month,80.5,463.05,65.52,High,8.2752,666.15,Medium Value,Low/Medium Value - High Risk
8033-VCZGH,50,One year,103.95,5231.3,38.56,Medium,14.745600000000001,1532.81,High Value,High Value - Low/Medium Risk
8580-QVLOC,72,Two year,92.45,6440.25,0.89,Low,23.7864,2199.05,High Value,High Value - Low/Medium Risk
6128-AQBMT,41,Month-to-month,53.95,2215.4,36.86,Medium,15.153599999999999,817.54,Medium Value,Low/Medium Value - Low/Medium Risk
6257-RJOHI,4,Month-to-month,50.8,202.3,34.48,Medium,15.7248,798.82,Medium Value,Low/Medium Value - Low/Medium Risk
1929-ZCBHE,47,One year,40.3,1794.8,3.31,Low,23.2056,935.19,Medium Value,Low/Medium Value - Low/Medium Risk
6242-SGYTS,62,One year,94.95,5791.85,9.62,Low,21.691200000000002,2059.58,High Value,High Value - Low/Medium Risk
7010-ZMVBF,18,Month-to-month,20.45,357.0,6.32,Low,22.4832,459.78,Low Value,Low/Medium Value - Low/Medium Risk
3519-ZKXGG,3,Month-to-month,75.85,256.6,77.88,High,5.3088000000000015,402.67,Low Value,Low/Medium Value - High Risk
5666-MBJPT,65,Two year,25.1,1725.0,1.07,Low,23.743199999999998,595.95,Medium Value,Low/Medium Value - Low/Medium Risk
3313-QKNKB,59,One year,85.55,5084.65,20.57,Low,19.063200000000002,1630.86,High Value,High Value - Low/Medium Risk
7581-EBBOU,60,One year,70.15,4224.7,3.67,Low,23.1192,1621.81,High Value,High Value - Low/Medium Risk
1784-BXEFA,10,Month-to-month,20.55,187.35,18.88,Low,19.4688,400.08,Low Value,Low/Medium Value - Low/Medium Risk
7492-TAFJD,7,Two year,38.55,280.0,8.16,Low,22.0416,849.7,Medium Value,Low/Medium Value - Low/Medium Risk
5213-TWWJU,28,Month-to-month,91.0,2626.15,33.18,Medium,16.0368,1459.35,High Value,High Value - Low/Medium Risk
3312-ZWLGF,29,Month-to-month,79.3,2414.55,49.19,Medium,12.1944,967.02,Medium Value,Low/Medium Value - Low/Medium Risk
2923-ARZLG,0,One year,19.7,0.0,12.97,Low,20.8872,411.48,Low Value,Low/Medium Value - Low/Medium Risk
7032-LMBHI,37,One year,64.65,2347.85,6.02,Low,22.5552,1458.19,High Value,High Value - Low/Medium Risk
8292-ITGYJ,45,Two year,24.65,1138.8,1.19,Low,23.714399999999998,584.56,Low Value,Low/Medium Value - Low/Medium Risk
9107-UKCKY,61,One year,79.8,4914.8,12.81,Low,20.9256,1669.86,High Value,High Value - Low/Medium Risk
6848-HJTXY,64,Two year,19.45,1208.6,0.55,Low,23.868000000000002,464.23,Low Value,Low/Medium Value - Low/Medium Risk
4184-VODJZ,63,One year,91.35,5764.7,17.96,Low,19.6896,1798.64,High Value,High Value - Low/Medium Risk
4846-WHAFZ,37,Month-to-month,76.5,2868.15,48.43,Medium,12.376800000000001,946.83,Medium Value,Low/Medium Value - Low/Medium Risk
8735-SDUFN,72,Two year,24.3,1778.7,0.66,Low,23.8416,579.35,Low Value,Low/Medium Value - Low/Medium Risk
0839-JTCUD,66,Two year,89.9,5958.85,1.02,Low,23.755200000000002,2135.59,High Value,High Value - Low/Medium Risk
6857-VWJDT,1,Month-to-month,95.65,95.65,74.51,High,6.117599999999998,585.15,Low Value,Low/Medium Value - High Risk
7363-QTBIW,9,Month-to-month,79.75,769.1,71.98,High,6.7248,536.3,Low Value,Low/Medium Value - High Risk
6158-HDPXZ,1,Month-to-month,25.35,25.35,46.34,Medium,12.8784,326.47,Low Value,Low/Medium Value - Low/Medium Risk
5419-CONWX,4,Month-to-month,99.8,442.85,71.11,High,6.933600000000001,691.97,Medium Value,Low/Medium Value - High Risk
9286-DOJGF,38,Month-to-month,74.95,2869.85,39.17,Medium,14.599200000000002,1094.21,Medium Value,Low/Medium Value - Low/Medium Risk
2408-PSJVE,44,Month-to-month,61.9,2924.05,5.94,Low,22.5744,1397.36,High Value,High Value - Low/Medium Risk
2087-QAREY,22,Month-to-month,54.7,1178.75,17.7,Low,19.752,1080.43,Medium Value,Low/Medium Value - Low/Medium Risk
6777-TGHTM,53,One year,106.95,5785.5,25.67,Low,17.839199999999998,1907.9,High Value,High Value - Low/Medium Risk
6507-ZJSUR,23,Month-to-month,90.45,2117.25,60.73,High,9.424800000000001,852.47,Medium Value,Low/Medium Value - High Risk
5025-GOOKI,20,Month-to-month,18.9,347.65,9.28,Low,21.7728,411.51,Low Value,Low/Medium Value - Low/Medium Risk
6080-LNESI,51,Two year,24.75,1234.6,1.41,Low,23.6616,585.62,Low Value,Low/Medium Value - Low/Medium Risk
2236-HILPA,62,Two year,20.65,1218.45,0.48,Low,23.8848,493.22,Low Value,Low/Medium Value - Low/Medium Risk
1386-ZIKUV,7,Month-to-month,18.95,130.55,21.76,Low,18.7776,355.84,Low Value,Low/Medium Value - Low/Medium Risk
3365-SAIGS,17,Month-to-month,83.55,1329.15,52.0,Medium,11.52,962.5,Medium Value,Low/Medium Value - Low/Medium Risk
6061-GWWAV,41,One year,70.2,2894.55,2.62,Low,23.3712,1640.66,High Value,High Value - Low/Medium Risk
9979-RGMZT,7,One year,94.05,633.45,49.96,Medium,12.009599999999999,1129.5,Medium Value,Low/Medium Value - Low/Medium Risk
8445-DNBAE,1,Month-to-month,50.05,50.05,57.02,Medium,10.315199999999999,516.28,Low Value,Low/Medium Value - Low/Medium Risk
6872-HXFNF,64,One year,58.35,3756.45,3.12,Low,23.2512,1356.71,High Value,High Value - Low/Medium Risk
1320-HTRDR,3,Month-to-month,75.5,220.6,77.32,High,5.443200000000003,410.96,Low Value,Low/Medium Value - High Risk
3923-CSIHK,50,Month-to-month,71.05,3444.85,41.1,Medium,14.136,1004.36,Medium Value,Low/Medium Value - Low/Medium Risk
2446-ZKVAF,18,Month-to-month,56.8,1074.65,18.47,Low,19.5672,1111.42,Medium Value,Low/Medium Value - Low/Medium Risk
4640-UHDOS,13,Month-to-month,55.95,734.35,26.28,Low,17.6928,989.91,Medium Value,Low/Medium Value - Low/Medium Risk
5457-COLHT,69,Two year,80.65,5542.55,0.66,Low,23.8416,1922.83,High Value,High Value - Low/Medium Risk
2254-DLXRI,1,Month-to-month,79.15,79.15,69.91,High,7.221600000000001,571.59,Low Value,Low/Medium Value - High Risk
5339-PXDVH,4,Month-to-month,90.65,367.95,65.6,High,8.256000000000002,748.41,Medium Value,Low/Medium Value - High Risk
2386-LAHRK,1,Month-to-month,53.5,53.5,52.79,Medium,11.3304,606.18,Medium Value,Low/Medium Value - Low/Medium Risk
5062-CJJKH,25,One year,53.65,1355.45,6.28,Low,22.492800000000003,1206.74,Medium Value,Low/Medium Value - Low/Medium Risk
8930-XOTDP,18,Month-to-month,55.95,1082.8,17.61,Low,19.7736,1106.33,Medium Value,Low/Medium Value - Low/Medium Risk
4779-ZGICK,48,Two year,23.55,1173.35,0.79,Low,23.8104,560.73,Low Value,Low/Medium Value - Low/Medium Risk
9534-NSXEM,26,One year,20.65,595.5,4.54,Low,22.9104,473.1,Low Value,Low/Medium Value - Low/Medium Risk
3716-BDVDB,1,Month-to-month,69.1,69.1,74.36,High,6.153599999999999,425.21,Low Value,Low/Medium Value - High Risk
9842-EFSYY,4,Month-to-month,57.2,223.75,49.67,Medium,12.0792,690.93,Medium Value,Low/Medium Value - Low/Medium Risk
9122-UMROB,1,Month-to-month,20.3,20.3,19.45,Low,19.332,392.44,Low Value,Low/Medium Value - Low/Medium Risk
1867-BDVFH,11,Month-to-month,74.35,834.2,68.47,High,7.567200000000001,562.62,Low Value,Low/Medium Value - High Risk
5949-EBSQK,4,Month-to-month,61.45,229.55,26.0,Low,17.759999999999998,1091.35,Medium Value,Low/Medium Value - Low/Medium Risk
4160-AMJTL,8,Month-to-month,19.65,164.3,22.05,Low,18.708,367.61,Low Value,Low/Medium Value - Low/Medium Risk
8622-ZLFKO,6,Month-to-month,90.75,512.25,76.66,High,5.601600000000001,508.35,Low Value,Low/Medium Value - High Risk
2990-IAJSV,72,Two year,92.0,6632.75,0.96,Low,23.769599999999997,2186.8,High Value,High Value - Low/Medium Risk
6064-ZATLR,27,Two year,52.85,1498.65,2.21,Low,23.4696,1240.37,Medium Value,Low/Medium Value - Low/Medium Risk
7409-KIUTL,1,Month-to-month,71.0,71.0,71.38,High,6.8688,487.68,Low Value,Low/Medium Value - High Risk
5505-OVWQW,17,One year,20.15,353.65,3.87,Low,23.0712,464.88,Low Value,Low/Medium Value - Low/Medium Risk
3948-KXDUF,66,Two year,68.75,4447.55,0.78,Low,23.8128,1637.13,High Value,High Value - Low/Medium Risk
9814-AOUDH,53,Two year,19.5,1050.5,0.86,Low,23.793599999999998,463.98,Low Value,Low/Medium Value - Low/Medium Risk
7398-LXGYX,44,Month-to-month,84.8,3626.35,22.24,Low,18.6624,1582.57,High Value,High Value - Low/Medium Risk
5266-PFRQK,52,One year,20.85,1071.6,2.23,Low,23.4648,489.24,Low Value,Low/Medium Value - Low/Medium Risk
1568-BEKZM,70,Two year,90.05,6333.4,1.27,Low,23.6952,2133.75,High Value,High Value - Low/Medium Risk
2692-PFYTJ,1,Month-to-month,25.75,25.75,32.17,Medium,16.279199999999996,419.19,Low Value,Low/Medium Value - Low/Medium Risk
2533-QVMSK,61,Two year,94.1,5638.3,9.27,Low,21.775199999999998,2049.05,High Value,High Value - Low/Medium Risk
5828-AVIPD,19,One year,100.95,1875.55,43.51,Medium,13.557599999999999,1368.64,High Value,High Value - Low/Medium Risk
2907-ILJBN,11,One year,20.6,233.9,5.81,Low,22.6056,465.68,Low Value,Low/Medium Value - Low/Medium Risk
5226-NOZFC,26,Month-to-month,85.75,2146.5,48.6,Medium,12.336,1057.81,Medium Value,Low/Medium Value - Low/Medium Risk
7114-AEOZE,60,Two year,19.85,1128.1,0.64,Low,23.846400000000003,473.35,Low Value,Low/Medium Value - Low/Medium Risk
2202-CUYXZ,1,Month-to-month,84.85,84.85,77.06,High,5.5055999999999985,467.15,Low Value,Low/Medium Value - High Risk
3466-RITXD,26,Month-to-month,92.4,2349.8,39.02,Medium,14.635199999999998,1352.29,High Value,High Value - Low/Medium Risk
7278-CKDNC,24,Month-to-month,80.5,2088.45,51.17,Medium,11.719199999999999,943.4,Medium Value,Low/Medium Value - Low/Medium Risk
1956-YIFGE,22,One year,100.05,2090.25,29.99,Low,16.8024,1681.08,High Value,High Value - Low/Medium Risk
0422-UXFAP,51,One year,98.85,4947.55,39.81,Medium,14.445599999999999,1427.95,High Value,High Value - Low/Medium Risk
3733-UOCWF,61,One year,85.55,5251.75,11.62,Low,21.2112,1814.62,High Value,High Value - Low/Medium Risk
7191-ADRGF,44,Two year,54.3,2390.45,4.57,Low,22.903200000000002,1243.64,Medium Value,Low/Medium Value - Low/Medium Risk
5709-LVOEQ,0,Two year,80.85,0.0,8.58,Low,21.9408,1773.91,High Value,High Value - Low/Medium Risk
6034-YMTOB,5,Month-to-month,75.65,399.45,53.74,Medium,11.1024,839.9,Medium Value,Low/Medium Value - Low/Medium Risk
6372-RFVNS,1,Month-to-month,78.8,78.8,71.15,High,6.9239999999999995,545.61,Low Value,Low/Medium Value - High Risk
9052-DHNKM,26,One year,61.55,1581.95,8.56,Low,21.9456,1350.75,High Value,High Value - Low/Medium Risk
5609-IMCGG,15,Month-to-month,84.35,1302.65,40.39,Medium,14.306400000000002,1206.74,Medium Value,Low/Medium Value - Low/Medium Risk
2959-MJHIC,4,Month-to-month,80.35,307.4,75.85,High,5.796000000000001,465.71,Low Value,Low/Medium Value - High Risk
1319-YLZJG,12,Month-to-month,84.6,959.9,50.0,Medium,12.0,1015.2,Medium Value,Low/Medium Value - Low/Medium Risk
7623-TRNQN,1,Month-to-month,49.9,49.9,32.96,Medium,16.0896,802.87,Medium Value,Low/Medium Value - Low/Medium Risk
0377-JBKKT,22,Month-to-month,57.95,1271.8,8.06,Low,22.0656,1278.7,Medium Value,Low/Medium Value - Low/Medium Risk
1936-CZAKF,49,Two year,49.65,2409.9,6.32,Low,22.4832,1116.29,Medium Value,Low/Medium Value - Low/Medium Risk
5063-IUOKK,13,Two year,19.75,265.75,2.29,Low,23.4504,463.15,Low Value,Low/Medium Value - Low/Medium Risk
8646-JCOMS,66,One year,90.55,6130.95,8.35,Low,21.996,1991.74,High Value,High Value - Low/Medium Risk
0979-MOZQI,62,Two year,39.0,2337.45,3.65,Low,23.124000000000002,901.84,Medium Value,Low/Medium Value - Low/Medium Risk
1525-LNLOJ,66,Two year,63.3,4189.7,3.02,Low,23.275199999999998,1473.32,High Value,High Value - Low/Medium Risk
5759-RCVCB,3,Month-to-month,35.2,108.95,52.95,Medium,11.291999999999998,397.48,Low Value,Low/Medium Value - Low/Medium Risk
9968-FFVVH,63,One year,68.8,4111.35,1.82,Low,23.563200000000002,1621.15,High Value,High Value - Low/Medium Risk
2266-FUBDZ,15,Two year,19.35,278.85,1.79,Low,23.5704,456.09,Low Value,Low/Medium Value - Low/Medium Risk
4760-THGOT,43,Month-to-month,94.1,4107.3,32.55,Medium,16.188000000000002,1523.29,High Value,High Value - Low/Medium Risk
2307-FYNNL,65,Two year,109.05,7108.2,11.87,Low,21.1512,2306.54,High Value,High Value - Low/Medium Risk
1143-NMNQJ,2,Month-to-month,85.7,169.8,81.61,High,4.413599999999999,378.25,Low Value,Low/Medium Value - High Risk
1629-DQQVB,14,Month-to-month,50.1,709.5,13.13,Low,20.8488,1044.52,Medium Value,Low/Medium Value - Low/Medium Risk
3766-EJLFL,68,Two year,109.05,7508.55,5.62,Low,22.6512,2470.11,High Value,High Value - Low/Medium Risk
8457-XIGKN,20,Month-to-month,19.6,356.15,9.31,Low,21.7656,426.61,Low Value,Low/Medium Value - Low/Medium Risk
4981-FLTMF,57,Month-to-month,65.2,3687.85,3.91,Low,23.0616,1503.62,High Value,High Value - Low/Medium Risk
7606-BPHHN,72,Two year,19.8,1468.75,0.55,Low,23.868000000000002,472.59,Low Value,Low/Medium Value - Low/Medium Risk
7005-CCBKV,6,Month-to-month,84.4,556.35,70.52,High,7.0752000000000015,597.15,Medium Value,Low/Medium Value - High Risk
4648-YPBTM,53,Two year,73.9,3958.25,3.47,Low,23.1672,1712.06,High Value,High Value - Low/Medium Risk
2325-ZUSFD,57,One year,70.1,3913.3,5.08,Low,22.7808,1596.93,High Value,High Value - Low/Medium Risk
1240-KNSEZ,1,Month-to-month,20.1,20.1,26.06,Low,17.745600000000003,356.69,Low Value,Low/Medium Value - Low/Medium Risk
0430-IHCDJ,15,Month-to-month,49.0,749.25,39.74,Medium,14.4624,708.66,Medium Value,Low/Medium Value - Low/Medium Risk
7957-RYHQD,40,Month-to-month,79.2,3233.85,18.74,Low,19.5024,1544.59,High Value,High Value - Low/Medium Risk
6164-HAQTX,71,Two year,53.95,3888.65,0.99,Low,23.7624,1281.98,High Value,High Value - Low/Medium Risk
0749-IRGQE,13,Month-to-month,45.3,528.45,53.7,Medium,11.111999999999998,503.37,Low Value,Low/Medium Value - Low/Medium Risk
1227-UDMZR,72,Two year,91.15,6637.9,1.45,Low,23.652,2155.88,High Value,High Value - Low/Medium Risk
5473-KHBPS,52,One year,95.7,4976.15,18.39,Low,19.5864,1874.42,High Value,High Value - Low/Medium Risk
5297-MDOIR,63,One year,81.15,5224.5,7.26,Low,22.2576,1806.2,High Value,High Value - Low/Medium Risk
8873-TMKGR,29,One year,19.1,529.5,3.06,Low,23.2656,444.37,Low Value,Low/Medium Value - Low/Medium Risk
6481-ESCNL,29,Month-to-month,100.55,2878.75,52.31,Medium,11.445599999999999,1150.86,Medium Value,Low/Medium Value - Low/Medium Risk
0463-WZZKO,3,Month-to-month,20.75,67.1,22.9,Low,18.504,383.96,Low Value,Low/Medium Value - Low/Medium Risk
1038-RQOST,19,Month-to-month,20.6,414.95,6.17,Low,22.5192,463.9,Low Value,Low/Medium Value - Low/Medium Risk
4937-QPZPO,61,One year,99.9,6241.35,27.01,Low,17.5176,1750.01,High Value,High Value - Low/Medium Risk
3604-WLABM,10,Month-to-month,54.25,583.0,27.66,Low,17.361600000000003,941.87,Medium Value,Low/Medium Value - Low/Medium Risk
1360-XFJMR,67,One year,109.7,7344.45,16.29,Low,20.0904,2203.92,High Value,High Value - Low/Medium Risk
8717-VCTXJ,42,One year,19.55,839.4,2.54,Low,23.3904,457.28,Low Value,Low/Medium Value - Low/Medium Risk
5196-SGOAK,1,Month-to-month,75.7,75.7,68.92,High,7.459199999999999,564.66,Low Value,Low/Medium Value - High Risk
8739-XNIKG,5,Month-to-month,84.0,424.75,80.31,High,4.725599999999999,396.95,Low Value,Low/Medium Value - High Risk
2320-TZRRH,20,One year,19.5,403.15,3.46,Low,23.169600000000003,451.81,Low Value,Low/Medium Value - Low/Medium Risk
5186-SAMNZ,1,Month-to-month,69.5,69.5,70.0,High,7.200000000000001,500.4,Low Value,Low/Medium Value - High Risk
5760-FXFVO,6,Month-to-month,78.95,494.95,55.96,Medium,10.569600000000001,834.47,Medium Value,Low/Medium Value - Low/Medium Risk
5380-WJKOV,34,Month-to-month,106.35,3549.25,61.53,High,9.232800000000001,981.91,Medium Value,Low/Medium Value - High Risk
4703-MQYKT,21,Two year,19.6,390.4,1.63,Low,23.608800000000002,462.73,Low Value,Low/Medium Value - Low/Medium Risk
2001-MCUUW,46,Two year,108.65,4903.2,10.52,Low,21.4752,2333.28,High Value,High Value - Low/Medium Risk
4947-DSMXK,34,Month-to-month,97.7,3410.0,43.53,Medium,13.5528,1324.11,High Value,High Value - Low/Medium Risk
0076-LVEPS,29,Month-to-month,45.0,1242.45,11.74,Low,21.1824,953.21,Medium Value,Low/Medium Value - Low/Medium Risk
5566-SOEZD,27,One year,80.65,2209.75,11.64,Low,21.2064,1710.3,High Value,High Value - Low/Medium Risk
7408-OFWXJ,72,Two year,89.8,6510.45,0.81,Low,23.8056,2137.74,High Value,High Value - Low/Medium Risk
1097-FSPVW,42,Month-to-month,54.55,2455.05,5.62,Low,22.6512,1235.62,Medium Value,Low/Medium Value - Low/Medium Risk
4412-YLTKF,27,Month-to-month,78.05,2135.5,58.49,Medium,9.9624,777.57,Medium Value,Low/Medium Value - Low/Medium Risk
0420-TXVSG,66,Two year,66.1,4428.45,1.57,Low,23.623199999999997,1561.49,High Value,High Value - Low/Medium Risk
7817-BOQPW,2,Month-to-month,75.55,166.3,78.01,High,5.2776,398.72,Low Value,Low/Medium Value - High Risk
0963-ZBDRN,32,Month-to-month,96.2,3183.4,44.45,Medium,13.332,1282.54,High Value,High Value - Low/Medium Risk
9685-WKZGT,14,Month-to-month,74.95,1036.75,65.0,High,8.399999999999999,629.58,Medium Value,Low/Medium Value - High Risk
2139-FQHLM,19,Month-to-month,89.95,1682.4,29.17,Low,16.9992,1529.08,High Value,High Value - Low/Medium Risk
5825-XJOCM,48,One year,64.4,3035.35,3.11,Low,23.2536,1497.53,High Value,High Value - Low/Medium Risk
0004-TLHLJ,4,Month-to-month,73.9,280.85,70.73,High,7.024799999999999,519.13,Low Value,Low/Medium Value - High Risk
7529-ZDFXI,57,Month-to-month,89.85,4925.35,45.76,Medium,13.0176,1169.63,Medium Value,Low/Medium Value - Low/Medium Risk
6848-YLDFR,58,One year,75.2,4300.8,4.39,Low,22.946399999999997,1725.57,High Value,High Value - Low/Medium Risk
5820-PTRYM,56,One year,68.45,4014.0,4.11,Low,23.0136,1575.28,High Value,High Value - Low/Medium Risk
2984-RGEYA,69,Two year,19.75,1375.4,0.37,Low,23.9112,472.25,Low Value,Low/Medium Value - Low/Medium Risk
6434-TTGJP,10,Two year,53.7,521.0,6.03,Low,22.552799999999998,1211.09,Medium Value,Low/Medium Value - Low/Medium Risk
9643-AVVWI,3,Month-to-month,80.0,241.3,55.01,Medium,10.7976,863.81,Medium Value,Low/Medium Value - Low/Medium Risk
3506-OVLKD,35,One year,26.2,954.9,3.04,Low,23.270400000000002,609.68,Medium Value,Low/Medium Value - Low/Medium Risk
4946-EDSEW,11,Month-to-month,19.25,180.3,16.12,Low,20.1312,387.53,Low Value,Low/Medium Value - Low/Medium Risk
2924-KHUVI,56,One year,100.55,5514.95,32.71,Medium,16.1496,1623.84,High Value,High Value - Low/Medium Risk
2263-SFSQZ,51,Two year,24.95,1222.25,1.71,Low,23.5896,588.56,Low Value,Low/Medium Value - Low/Medium Risk
5281-BUZGT,36,Month-to-month,90.85,3186.7,45.21,Medium,13.149600000000001,1194.64,Medium Value,Low/Medium Value - Low/Medium Risk
3717-FDJFU,5,Two year,20.45,106.9,3.61,Low,23.1336,473.08,Low Value,Low/Medium Value - Low/Medium Risk
2239-CFOUJ,1,One year,20.4,20.4,8.83,Low,21.8808,446.37,Low Value,Low/Medium Value - Low/Medium Risk
8699-ASUFO,7,Month-to-month,74.4,527.9,72.83,High,6.520800000000001,485.15,Low Value,Low/Medium Value - High Risk
1122-YJBCS,69,One year,53.65,3804.4,2.14,Low,23.4864,1260.05,Medium Value,Low/Medium Value - Low/Medium Risk
0628-CNQRM,22,One year,67.5,1544.05,5.62,Low,22.6512,1528.96,High Value,High Value - Low/Medium Risk
1705-GUHPV,63,Two year,24.2,1618.2,0.84,Low,23.7984,575.92,Low Value,Low/Medium Value - Low/Medium Risk
4877-TSOFF,55,One year,75.75,4264.25,3.66,Low,23.1216,1751.46,High Value,High Value - Low/Medium Risk
7404-JLKQG,3,Month-to-month,57.55,161.45,48.55,Medium,12.347999999999999,710.63,Medium Value,Low/Medium Value - Low/Medium Risk
0379-DJQHR,67,Two year,81.35,5398.6,0.97,Low,23.7672,1933.46,High Value,High Value - Low/Medium Risk
8993-PHFWD,3,Month-to-month,25.25,58.9,51.56,Medium,11.625599999999999,293.55,Low Value,Low/Medium Value - Low/Medium Risk
3930-ZGWVE,1,Month-to-month,19.75,19.75,19.62,Low,19.2912,381.0,Low Value,Low/Medium Value - Low/Medium Risk
1965-DDBWU,16,Month-to-month,89.05,1448.6,47.59,Medium,12.5784,1120.11,Medium Value,Low/Medium Value - Low/Medium Risk
7572-KPVKK,62,Two year,104.05,6590.5,13.55,Low,20.748,2158.83,High Value,High Value - Low/Medium Risk
6854-EXGSF,8,Month-to-month,65.5,573.15,31.15,Medium,16.524,1082.32,Medium Value,Low/Medium Value - Low/Medium Risk
9483-GCPWE,9,One year,20.1,190.25,6.24,Low,22.5024,452.3,Low Value,Low/Medium Value - Low/Medium Risk
8053-WWDRO,6,Month-to-month,19.5,146.3,16.08,Low,20.140800000000002,392.75,Low Value,Low/Medium Value - Low/Medium Risk
9473-CBZOP,28,One year,59.0,1654.45,7.07,Low,22.3032,1315.89,High Value,High Value - Low/Medium Risk
3985-HOYPM,26,One year,19.4,525.55,3.46,Low,23.169600000000003,449.49,Low Value,Low/Medium Value - Low/Medium Risk
